timestampUtc,session,playerBase,playerState,food,wood,stone,gold,populationCurrent,populationCapacity,villagerCount,militaryCount
2026-07-27T20:51:45.5512108Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:46.0656465Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:46.5798029Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:47.0942129Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:47.6214001Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:48.1272256Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:48.6336597Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:49.1463973Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:49.6588556Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:50.1731038Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:50.6874685Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:51.1982975Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:51.7100908Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:52.2264282Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:52.7395399Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:53.2526649Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:53.7652928Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:54.2794967Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:54.7929918Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:55.3087107Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:55.8217812Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:56.3338429Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:56.8457502Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:57.3842382Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:57.8925267Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:58.4075963Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:58.9231008Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:59.4387230Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:51:59.9528127Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:52:00.4652791Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:52:00.9788357Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:52:01.4808293Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:52:01.9948154Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:52:02.5078911Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:52:03.0229793Z,1,0x01292690,0x0F737D20,300,250,0,0,3,1,3,0
2026-07-27T20:52:03.5384449Z,1,0x01292690,0x0F737D20,300,1250,0,0,3,1,3,0
2026-07-27T20:52:04.0517331Z,1,0x01292690,0x0F737D20,300,1250,0,0,3,1,3,0
2026-07-27T20:52:04.5683328Z,1,0x01292690,0x0F737D20,300,1250,0,0,3,1,3,0
2026-07-27T20:52:05.0820965Z,1,0x01292690,0x0F737D20,300,1250,0,0,3,1,3,0
2026-07-27T20:52:05.5935167Z,1,0x01292690,0x0F737D20,300,1250,0,0,3,1,3,0
2026-07-27T20:52:06.1046037Z,1,0x01292690,0x0F737D20,300,1250,0,0,3,1,3,0
2026-07-27T20:52:06.6202087Z,1,0x01292690,0x0F737D20,300,1250,0,0,3,1,3,0
2026-07-27T20:52:07.1222263Z,1,0x01292690,0x0F737D20,1300,1250,0,0,3,1,3,0
2026-07-27T20:52:07.6368343Z,1,0x01292690,0x0F737D20,1300,1250,0,0,3,1,3,0
2026-07-27T20:52:08.1478406Z,1,0x01292690,0x0F737D20,1300,1250,0,0,3,1,3,0
2026-07-27T20:52:08.6604733Z,1,0x01292690,0x0F737D20,1300,1250,0,0,3,1,3,0
2026-07-27T20:52:09.1623798Z,1,0x01292690,0x0F737D20,1300,1250,0,0,3,1,3,0
2026-07-27T20:52:09.6743919Z,1,0x01292690,0x0F737D20,1300,1250,0,1000,3,1,3,0
2026-07-27T20:52:10.1891230Z,1,0x01292690,0x0F737D20,1300,1250,0,1000,3,1,3,0
2026-07-27T20:52:10.7034255Z,1,0x01292690,0x0F737D20,1300,1250,0,1000,3,1,3,0
2026-07-27T20:52:11.2186945Z,1,0x01292690,0x0F737D20,1300,1250,0,1000,3,1,3,0
2026-07-27T20:52:11.7322515Z,1,0x01292690,0x0F737D20,1300,1250,1000,1000,3,1,3,0
2026-07-27T20:52:12.2454371Z,1,0x01292690,0x0F737D20,1300,1250,1000,1000,3,1,3,0
2026-07-27T20:52:12.7630689Z,1,0x01292690,0x0F737D20,1300,1250,1000,1000,3,1,3,0
2026-07-27T20:52:13.2755025Z,1,0x01292690,0x0F737D20,1300,1250,1000,1000,3,1,3,0
2026-07-27T20:52:13.7878194Z,1,0x01292690,0x0F737D20,1300,1250,1000,1000,3,1,3,0
